date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:24	3941/3941	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Dec%202022%2006:12:22%20GMT	http://www.muddlingthru.ca/robots.txt		(from )
22:12:24	13112/13112	---M-Z	200	added ('OK')	text/html	etag:26308918	http://www.muddlingthru.ca/	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/index.html	(from )
22:12:25	232088/232088	---M-Z	200	added ('OK')	text/css	etag:%2285832f61898d01:0%22	http://www.muddlingthru.ca/Themes/Bootstrap_3_3_4_Base/Styles/base.css	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/Themes/Bootstrap_3_3_4_Base/Styles/base.css	(from http://www.muddlingthru.ca/)
22:12:26	2227/2227	---M-Z	200	added ('OK')	text/css	etag:%2203e92a37796d11:0%22	http://www.muddlingthru.ca/Themes/Bootstrap_3_3_4_SimpleBlog/Styles/theme.css	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/Themes/Bootstrap_3_3_4_SimpleBlog/Styles/theme.css	(from http://www.muddlingthru.ca/)
22:12:26	517/517	---M-Z	200	added ('OK')	text/xml	date:Fri,%2009%20Dec%202022%2006:12:24%20GMT	http://www.muddlingthru.ca/XmlRpc/LiveWriter/Manifest	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/XmlRpc/LiveWriter/Manifest	(from http://www.muddlingthru.ca/)
22:12:27	389/389	---M-Z	200	added ('OK')	text/xml	etag:1468852	http://www.muddlingthru.ca/rsd	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/rsd	(from http://www.muddlingthru.ca/)
22:12:27	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%2284bedb59a595d01:0%22	http://www.muddlingthru.ca/modules/orchard.themes/Content/orchard.ico	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/modules/orchard.themes/Content/orchard.ico	(from http://www.muddlingthru.ca/)
22:12:27	51770/51770	---M-Z	200	added ('OK')	text/xml	etag:48890515	http://www.muddlingthru.ca/rss?containerid=12	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/rss91cc	(from http://www.muddlingthru.ca/)
22:12:28	18515/18515	---M--	200	added ('OK')	image/jpeg	etag:%22edc1b1eb2597d01:0%22	http://www.muddlingthru.ca/Media/Default/Website-UI-Uploads/business_happy_200x200.jpg	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/Media/Default/Website-UI-Uploads/business_happy_200x200.jpg	(from http://www.muddlingthru.ca/)
22:12:29	5414/5414	---M-Z	200	added ('OK')	text/html	etag:65802146	http://www.muddlingthru.ca/buying-a-tournament-style-chess-set-in-vancouver-british-columbia	C:/dev/shaunluttin/website-archives/muddlingthru.ca/www.muddlingthru.ca/buying-a-tournament-style-chess-set-in-vancouver-british-columbia.html	(from http://www.muddlingthru.ca/)
